Date,Open,High,Low,Close,Volume,Adj Close
2011-04-11,2789.49,2792.95,2733.68,2764.65,1823888000,2764.65
2011-04-04,2796.26,2815.55,2771.42,2780.42,1822980000,2780.42
2011-03-28,2752.33,2802.63,2720.19,2789.60,1821074000,2789.60
2011-03-21,2675.47,2762.55,2660.17,2743.06,1798038000,2743.06
2011-03-14,2695.66,2715.22,2603.50,2643.67,2143832000,2643.67
2011-03-07,2793.19,2794.82,2689.41,2715.61,2047470000,2715.61
2011-02-28,2791.28,2802.32,2730.72,2784.67,2019508000,2784.67
2011-02-22,2795.44,2808.18,2705.54,2781.05,2168590000,2781.05
2011-02-14,2810.19,2840.51,2798.83,2833.95,2059352000,2833.95
2011-02-07,2773.26,2810.56,2762.34,2809.44,2013232000,2809.44
2011-01-31,2693.30,2769.70,2676.87,2769.30,2026174000,2769.30
2011-01-24,2693.03,2763.64,2679.57,2686.89,2046104000,2686.89
2011-01-18,2744.80,2766.17,2686.59,2689.54,2097832500,2689.54
2011-01-10,2691.47,2755.30,2682.25,2755.30,1916008000,2755.30
2011-01-03,2676.65,2715.96,2663.64,2703.17,2013512000,2703.17
2010-12-27,2657.09,2673.02,2645.38,2652.87,1090080000,2652.87
2010-12-20,2651.98,2675.26,2634.56,2665.60,1559957500,2665.60
2010-12-13,2645.35,2651.35,2613.15,2642.97,1941940000,2642.97
2010-12-06,2591.28,2639.41,2584.09,2637.54,1789698000,2637.54
2010-11-29,2522.24,2593.68,2488.61,2591.46,1991842000,2591.46
2010-11-22,2509.39,2545.41,2483.16,2534.56,1500362500,2534.56
2010-11-15,2529.02,2534.56,2459.79,2518.12,1957778000,2518.12
2010-11-08,2570.86,2592.94,2506.40,2518.21,2141480000,2518.21
2010-11-01,2520.45,2582.18,2491.46,2578.98,2079016000,2578.98
2010-10-25,2491.62,2517.50,2470.12,2507.41,1948190000,2507.41
2010-10-18,2470.12,2482.14,2422.14,2479.39,1953396000,2479.39
2010-10-11,2403.46,2468.77,2379.39,2468.77,2008542000,2468.77
2010-10-04,2362.25,2406.67,2332.46,2401.91,2011294000,2401.91
2010-09-27,2379.73,2400.06,2339.50,2370.75,2085546000,2370.75
2010-09-20,2322.80,2381.22,2316.11,2381.22,2040264000,2381.22
2010-09-13,2263.80,2320.37,2263.69,2315.61,2065110000,2315.61
2010-09-07,2227.26,2251.98,2206.62,2242.48,1775642500,2242.48
2010-08-30,2145.76,2235.57,2101.52,2233.75,1826332000,2233.75
2010-08-23,2188.34,2200.52,2099.29,2153.63,1953218000,2153.63
2010-08-16,2161.31,2228.90,2155.66,2179.76,1802470000,2179.76
2010-08-09,2298.81,2309.43,2163.07,2173.48,1944670000,2173.48
2010-08-02,2283.32,2305.07,2253.92,2288.47,1924628000,2288.47
2010-07-26,2271.62,2307.60,2218.61,2254.70,2108278000,2254.70
2010-07-19,2185.81,2269.47,2159.95,2269.47,2102842000,2269.47
2010-07-12,2194.12,2260.33,2177.51,2179.05,2093242000,2179.05
2010-07-06,2122.28,2196.95,2077.77,2196.45,1999792500,2196.45
2010-06-28,2227.43,2241.64,2061.14,2091.79,2262956000,2091.79
2010-06-21,2341.11,2341.11,2205.92,2223.48,2275862000,2223.48
2010-06-14,2263.66,2321.99,2242.00,2309.80,2007256000,2309.80
2010-06-07,2226.60,2243.60,2139.46,2243.60,2268654000,2243.60
2010-06-01,2244.79,2307.47,2212.30,2219.17,2237370000,2219.17
2010-05-24,2220.60,2278.37,2140.53,2257.04,2549502000,2257.04
2010-05-17,2352.77,2374.91,2165.79,2229.04,2876208000,2229.04
2010-05-10,2365.97,2434.29,2323.63,2346.85,2560162000,2346.85
2010-05-03,2472.32,2503.00,2185.75,2265.64,3454752000,2265.64
2010-04-26,2529.85,2535.28,2456.63,2461.19,2804362000,2461.19
2010-04-19,2477.80,2530.15,2451.72,2530.15,2482900000,2530.15
2010-04-12,2455.40,2517.82,2445.26,2481.26,2754390000,2481.26
2010-04-05,2409.48,2454.12,2403.88,2454.05,2396002000,2454.05
2010-03-29,2403.77,2423.43,2383.77,2402.58,2206020000,2402.58
2010-03-22,2360.35,2432.25,2358.00,2395.13,2484452000,2395.13
2010-03-15,2361.92,2400.09,2345.99,2374.41,2333656000,2374.41
2010-03-08,2326.25,2376.28,2325.74,2367.66,2368596000,2367.66
2010-03-01,2247.40,2327.03,2247.33,2326.35,2507644000,2326.35
2010-02-22,2250.92,2251.68,2198.73,2238.26,2205394000,2238.26
2010-02-16,2200.38,2249.80,2189.18,2243.87,2104965000,2243.87
2010-02-08,2140.10,2184.57,2125.11,2183.53,2154016000,2183.53
2010-02-01,2155.81,2194.53,2100.17,2141.12,2523690000,2141.12
2010-01-25,2220.29,2227.89,2140.34,2147.35,2581742000,2147.35
2010-01-19,2291.02,2320.40,2200.37,2205.29,2523150000,2205.29
2010-01-11,2324.78,2326.28,2272.70,2287.99,2331300000,2287.99
2010-01-04,2294.41,2317.60,2285.22,2317.17,2193604000,2317.17
2009-12-28,2290.04,2295.80,2269.11,2269.15,1240082500,2269.15
2009-12-21,2224.04,2285.89,2224.04,2285.69,1437145000,2285.69
2009-12-14,2202.31,2220.46,2178.05,2211.69,2112908000,2211.69
2009-12-07,2191.35,2202.84,2155.96,2190.31,1893558000,2190.31
2009-11-30,2135.93,2214.39,2120.70,2194.35,2102776000,2194.35
2009-11-23,2168.95,2189.50,2113.99,2138.44,1517315000,2138.44
2009-11-16,2177.31,2205.32,2137.06,2146.04,2030788000,2146.04
2009-11-09,2128.46,2179.19,2128.15,2167.88,1988464000,2167.88
2009-11-02,2047.42,2117.62,2024.27,2112.44,2145146000,2112.44
2009-10-26,2158.81,2183.61,2040.21,2045.11,2476410000,2045.11
2009-10-19,2162.41,2190.64,2130.70,2154.47,2270770000,2154.47
2009-10-12,2145.63,2173.95,2128.39,2156.80,2100610000,2156.80
2009-10-05,2056.52,2139.65,2049.04,2139.28,2218882000,2139.28
2009-09-28,2101.92,2141.40,2040.73,2048.11,2349988000,2048.11
2009-09-21,2121.34,2167.70,2085.35,2090.92,2510760000,2090.92
2009-09-14,2066.15,2140.60,2065.80,2132.86,2575292000,2132.86
2009-09-08,2034.74,2088.93,2023.03,2080.90,2325122500,2080.90
2009-08-31,2011.14,2034.78,1958.04,2018.78,2116942000,2018.78
2009-08-24,2026.11,2059.48,1993.03,2028.77,2100326000,2028.77
2009-08-17,1949.23,2021.86,1929.64,2020.90,1973794000,2020.90
2009-08-10,1991.44,2015.26,1962.08,1985.52,1981640000,1985.52
2009-08-03,1998.35,2015.59,1967.68,2000.25,2295332000,2000.25
2009-07-27,1964.62,2009.81,1946.95,1978.50,2227448000,1978.50
2009-07-20,1896.99,1979.34,1890.00,1965.96,2362454000,1965.96
2009-07-13,1761.03,1887.89,1736.95,1886.61,2049830000,1886.61
2009-07-06,1783.50,1793.42,1727.05,1756.03,1998316000,1756.03
2009-06-29,1842.09,1861.62,1795.95,1796.52,1980137500,1796.52
2009-06-22,1809.53,1840.98,1753.78,1838.22,2567988000,1838.22
2009-06-15,1837.94,1838.33,1785.34,1827.47,2367566000,1827.47
2009-06-08,1836.87,1879.92,1818.59,1858.80,2187728000,1858.80
2009-06-01,1796.09,1865.95,1792.80,1849.42,2447682000,1849.42
2009-05-26,1677.72,1774.33,1677.54,1774.33,2217037500,1774.33
2009-05-18,1696.82,1767.47,1677.77,1692.01,2037510000,1692.01
2009-05-11,1713.65,1747.97,1664.19,1680.14,2319026000,1680.14
2009-05-04,1733.71,1773.13,1702.54,1739.00,2907054000,1739.00
2009-04-27,1672.87,1753.61,1661.40,1719.20,2341412000,1719.20
2009-04-20,1641.35,1702.87,1598.93,1694.29,2630594000,1694.29
2009-04-13,1641.61,1682.24,1599.11,1673.07,2185968000,1673.07
2009-04-06,1602.24,1652.54,1559.46,1652.54,1964035000,1652.54
2009-04-01,1504.87,1623.34,1498.54,1621.87,2401186600,1621.87
